"ID","country","Q2","Q4","Q5","Q6","Q6N","Q7","Q23","Q30","Q46a","Q46b","Q46c"
"10399","3","1","1","2","1","1","1","2","2","2","2","2"
"10400","3","1","3","4","3","2","1","1","1","2","2","1"
"10401","3","1","3","2","1","1","1","1","1","2","1","1"
"10402","3","1","2","2","2","1","1","1","2","2","2","1"
"10403","3","1","2","3","3","1","1","1","1","2","1","1"
"10404","3","1","2","2","2","1","1","1","2","2","2","1"
"10405","3","1","1","2","1","1","1","1","3","1","2","1"
"10406","3","1","2","2","2","1","1","4","2","2","1","1"
"10407","3","1","3","2","1","1","1","4","2","2","1","1"
"10408","3","2","3","2","3","1","1","1","2","2","1","2"
"10409","3","1","2","2","3","1","1","1","2","2","2","1"
"10410","3","1","3","1","3","1","1","1","1","1","1","1"
"10411","3","1","2","1","3","1","1","1","1","1","1","1"
"10412","3","1","2","2","2","1","1","2","2","2","2","1"
"10413","3","1","2","2","2","1","1","1","1","1","1","1"
"10414","3","1","2","2","3","1","1","1","2","2","1","1"
"10415","3","1","2","3","2","1","2","1","1","1","1","1"
"10416","3","1","2","2","2","1","1","1","2","1","1","1"
"10417","3","1","1","1","1","1","1","1","2","1","1","1"
"10418","3","1","2","2","2","1","1","1","2","2","1","1"
"10419","3","1","3","2","3","1","1","1","2","1","1","1"
"10420","3","1","3","9","2","3","1","1","2","1","2","1"
"10421","3","1","2","2","2","1","1","1","2","1","1","1"
"10422","3","1","2","2","2","1","1","1","1","2","1","1"
"10423","3","1","2","2","2","1","1","1","2","1","1","1"
"10424","3","1","2","2","2","3","1","1","1","8","8","1"
"10425","3","1","2","2","2","1","1","1","2","1","1","1"
"10426","3","1","2","2","3","1","1","1","1","2","1","1"
"10427","3","1","2","2","2","1","1","1","1","2","2","1"
"10428","3","1","2","2","2","1","1","1","2","1","1","1"
"10429","3","1","2","2","1","2","1","97","1","1","1","1"
"10430","3","1","1","2","2","1","1","5","1","2","1","1"
"10431","3","1","1","2","2","1","1","1","2","2","2","1"
"10432","3","8","2","3","4","1","1","1","2","1","1","1"
"10433","3","1","2","8","2","1","1","2","2","2","2","8"
"10434","3","1","1","1","1","1","1","1","2","1","1","1"
"10435","3","1","3","2","3","1","1","4","2","1","1","1"
"10436","3","1","2","2","2","1","1","2","2","1","2","1"
"10437","3","1","3","2","3","1","1","4","2","1","1","1"
"10438","3","1","2","2","2","1","1","4","1","1","1","1"
"10439","3","1","2","2","2","1","1","1","1","1","1","1"
"10440","3","1","3","2","3","1","1","4","1","1","9","9"
"10441","3","1","2","2","2","1","1","1","1","1","1","1"
"10442","3","1","1","2","1","1","1","1","3","1","2","1"
"10443","3","1","2","2","2","1","1","2","1","1","1","1"
"10444","3","2","4","3","3","3","2","1","3","1","2","1"
"10445","3","1","1","1","1","1","1","4","2","1","2","1"
"10446","3","1","2","2","2","1","1","4","2","1","1","1"
"10447","3","1","1","1","1","1","1","2","1","1","1","1"
"10448","3","1","1","2","2","1","1","4","3","1","2","1"
"10449","3","1","1","2","1","1","1","1","2","1","1","1"
"10450","3","1","3","2","3","1","1","3","1","1","2","1"
"10451","3","2","4","3","3","3","2","4","1","1","2","1"
"10452","3","1","2","2","2","1","1","4","2","1","1","1"
"10453","3","1","1","1","1","1","1","2","2","1","2","1"
"10454","3","1","1","2","1","1","1","1","2","1","1","1"
"10455","3","1","3","2","1","1","1","4","2","8","2","2"
"10456","3","1","2","2","2","1","1","4","3","1","1","1"
"10457","3","1","3","3","3","3","2","4","3","1","2","1"
"10458","3","1","3","2","3","1","1","1","1","1","1","1"
"10459","3","2","3","3","3","3","1","1","1","1","1","1"
"10460","3","1","1","1","1","1","1","2","1","1","1","1"
"10461","3","2","3","3","3","3","1","3","2","1","1","1"
"10462","3","2","4","3","4","3","1","1","1","1","1","1"
"10463","3","1","2","2","2","1","1","2","1","1","1","1"
"10464","3","1","1","1","1","1","1","4","3","1","1","1"
"10465","3","2","4","3","3","3","1","1","2","1","2","1"
"10466","3","1","2","2","2","1","1","1","3","1","1","1"
"10467","3","1","1","1","1","1","1","1","2","1","2","1"
"10468","3","1","2","2","2","1","1","1","2","1","1","1"
"10469","3","2","3","3","3","3","3","1","2","1","1","1"
"10470","3","1","2","2","2","1","1","4","2","1","2","1"
"10471","3","2","3","3","3","3","1","1","3","1","2","1"
"10472","3","1","2","2","2","1","1","2","3","1","1","1"
"10473","3","1","3","2","3","1","1","1","2","1","1","1"
"10474","3","1","2","2","2","1","1","4","1","1","1","1"
"10475","3","1","1","2","1","1","1","1","1","1","1","1"
"10476","3","1","2","2","2","1","1","4","3","1","1","1"
"10477","3","8","3","8","3","3","1","97","2","8","8","8"
"10478","3","1","1","1","1","1","1","2","1","1","2","1"
"10479","3","2","4","3","4","3","2","1","3","1","2","1"
"10480","3","2","4","3","4","2","2","3","2","1","1","1"
"10481","3","1","2","2","2","1","1","2","2","1","1","1"
"10482","3","1","2","2","2","1","1","4","2","1","2","1"
"10483","3","2","4","3","3","2","2","4","3","1","2","1"
"10484","3","1","2","2","2","1","1","2","2","1","2","1"
"10485","3","1","2","2","2","1","1","2","1","1","1","1"
"10486","3","2","4","3","2","3","3","4","2","1","1","1"
"10487","3","2","4","2","3","3","1","4","2","1","1","1"
"10488","3","1","2","2","2","1","1","2","1","1","2","1"
"10489","3","2","3","3","3","3","1","4","2","1","2","1"
"10490","3","1","2","2","2","1","1","4","2","1","2","1"
"10491","3","1","1","1","1","1","1","2","2","1","1","1"
"10492","3","1","1","2","1","1","1","1","1","1","2","1"
"10493","3","1","1","1","1","1","1","2","2","1","1","1"
"10494","3","1","2","2","2","1","1","1","2","1","2","1"
"10495","3","2","3","3","3","3","1","2","1","1","1","1"
"10496","3","1","2","2","2","1","1","4","2","1","2","1"
"10497","3","1","2","2","2","1","1","2","2","1","1","1"
"10498","3","1","2","2","2","1","1","4","2","1","1","1"
"10499","3","1","3","2","2","1","1","1","2","8","2","2"
"10500","3","1","2","2","2","1","1","4","2","1","1","1"
"10501","3","1","3","2","3","1","1","1","2","1","2","1"
"10502","3","1","2","2","2","1","1","4","2","1","2","1"
"10503","3","2","2","2","3","3","3","1","1","1","2","1"
"10504","3","1","2","2","2","1","1","1","2","1","2","1"
"10505","3","1","2","2","1","1","1","1","1","1","2","1"
"10506","3","1","2","2","3","3","3","4","2","1","1","1"
"10507","3","1","3","2","2","1","1","4","2","1","2","1"
"10508","3","1","3","8","3","3","2","1","1","1","2","1"
"10509","3","1","2","2","2","1","1","4","3","1","2","1"
"10510","3","2","3","3","3","3","2","1","2","1","2","1"
"10511","3","1","1","1","1","1","1","2","1","1","2","1"
"10512","3","1","1","2","2","1","1","1","3","1","2","1"
"10513","3","1","4","3","3","2","2","4","2","1","2","1"
"10514","3","1","3","2","3","1","3","4","2","1","1","1"
"10515","3","2","4","3","3","3","2","1","3","1","2","1"
"10516","3","1","2","2","2","1","1","4","2","1","1","1"
"10517","3","2","4","3","4","2","2","1","2","1","2","1"
"10518","3","1","3","2","3","3","2","2","3","1","2","1"
"10519","3","1","2","2","2","1","1","4","2","1","1","1"
"10520","3","2","3","3","2","3","1","1","2","1","2","1"
"10521","3","1","2","2","2","1","1","2","1","1","1","1"
"10522","3","1","2","3","2","1","1","1","1","1","2","1"
"10523","3","1","2","2","2","1","1","1","1","1","1","1"
"10524","3","1","2","2","2","1","1","98","1","1","2","1"
"10525","3","1","1","2","1","1","1","1","2","1","1","1"
"10526","3","2","4","8","3","1","1","1","1","1","1","1"
"10527","3","1","2","2","2","1","1","1","1","1","2","2"
"10528","3","1","1","2","2","1","1","1","1","1","1","1"
"10529","3","1","2","2","1","1","1","1","1","1","1","1"
"10530","3","1","2","1","2","1","1","1","1","1","1","1"
"10531","3","1","2","2","2","1","1","2","2","1","1","1"
"10532","3","1","1","2","1","1","1","1","1","1","1","1"
"10533","3","1","2","2","2","1","1","1","3","1","1","1"
"10534","3","1","2","2","1","1","1","2","1","1","1","1"
"10535","3","1","2","2","2","1","1","1","3","1","1","1"
"10536","3","1","2","2","2","1","1","1","1","1","1","1"
"10537","3","1","2","2","2","1","1","1","2","1","1","1"
"10538","3","1","2","2","2","1","1","1","1","1","1","1"
"10539","3","1","2","2","2","1","1","1","1","1","1","1"
"10540","3","1","2","2","1","1","1","2","3","1","1","1"
"10541","3","1","1","2","1","1","1","1","3","1","1","1"
"10542","3","1","2","2","2","3","1","1","1","1","1","1"
"10543","3","1","1","2","2","1","1","1","8","1","1","1"
"10544","3","1","2","2","2","1","1","1","1","1","1","1"
"10545","3","1","1","2","4","2","8","1","2","1","1","1"
"10546","3","8","2","3","2","1","1","1","1","1","1","1"
"10547","3","1","2","2","2","1","1","1","1","1","1","1"
"10548","3","1","3","2","2","2","3","1","3","1","2","2"
"10549","3","1","2","2","2","1","1","1","1","1","1","1"
"10550","3","1","2","2","2","1","1","1","2","1","1","1"
"10551","3","1","3","2","2","1","1","1","1","1","1","1"
"10552","3","1","2","3","3","2","1","1","1","1","1","1"
"10553","3","2","2","3","4","3","2","1","1","1","1","1"
"10554","3","1","3","1","1","1","1","2","1","1","1","1"
"10555","3","1","2","3","4","2","8","98","3","1","1","1"
"10556","3","1","2","2","2","1","1","1","1","1","1","1"
"10557","3","1","1","2","2","1","1","98","2","1","1","1"
"10558","3","1","2","2","2","1","1","1","3","1","1","1"
"10559","3","1","2","2","1","1","1","1","1","1","1","1"
"10560","3","1","2","2","2","1","3","1","3","2","1","1"
"10561","3","1","4","2","4","3","1","1","3","1","1","1"
"10562","3","1","2","2","2","1","1","98","3","1","9","9"
"10563","3","1","2","2","4","1","1","1","2","1","8","1"
"10564","3","1","2","2","2","1","1","1","1","1","1","1"
"10565","3","1","3","2","3","1","1","1","2","1","1","1"
"10566","3","1","2","4","3","1","1","2","2","2","1","2"
"10567","3","1","2","2","2","1","1","97","2","1","1","1"
"10568","3","1","2","2","2","1","1","2","2","2","1","2"
"10569","3","1","1","2","3","1","1","2","2","1","2","2"
"10570","3","1","1","2","1","1","1","98","2","2","2","2"
"10571","3","1","2","3","3","1","1","1","2","2","1","2"
"10572","3","1","2","2","1","1","1","2","2","1","2","2"
"10573","3","1","1","2","2","3","1","2","2","1","2","1"
"10574","3","1","1","2","2","1","1","2","8","2","2","2"
"10575","3","1","1","2","2","1","1","2","2","2","1","1"
"10576","3","1","2","2","2","1","1","2","2","2","1","1"
"10577","3","1","3","2","2","1","1","2","2","1","2","2"
"10578","3","1","2","2","2","1","1","2","2","2","2","2"
"10579","3","1","2","2","1","1","1","2","2","1","1","1"
"10580","3","1","2","2","2","1","1","1","2","1","2","1"
"10581","3","1","2","2","3","2","1","2","3","1","2","2"
"10582","3","1","2","2","2","1","1","1","2","2","2","2"
"10583","3","8","8","2","3","1","1","2","2","1","2","1"
"10584","3","1","2","2","2","1","1","2","2","1","2","2"
"10585","3","1","2","2","2","1","1","2","2","1","1","2"
"10586","3","1","1","2","2","3","1","1","2","1","1","1"
"10587","3","1","2","2","2","1","1","1","2","1","1","1"
"10588","3","1","2","2","2","1","1","2","2","1","1","1"
"10589","3","1","1","2","2","1","1","2","2","1","1","1"
"10590","3","1","2","2","3","1","1","2","3","1","1","1"
"10591","3","1","1","1","2","1","1","2","3","2","1","1"
"10592","3","1","2","2","2","1","1","2","1","1","1","1"
"10593","3","1","2","2","2","3","1","2","3","1","1","1"
"10594","3","1","1","2","1","1","1","2","2","1","2","1"
"10595","3","1","1","1","2","1","1","2","3","1","2","1"
"10596","3","1","1","1","3","1","1","2","3","1","1","1"
"10597","3","1","2","2","3","1","8","2","1","1","2","2"
"10598","3","1","2","2","1","1","1","2","2","1","1","1"
"10599","3","1","8","2","3","2","1","2","2","1","2","8"
"10600","3","1","1","2","2","1","8","1","2","2","1","1"
"10601","3","1","2","2","1","1","1","2","2","2","2","2"
"10602","3","1","3","2","2","1","1","2","1","1","1","1"
"10603","3","1","1","2","1","1","1","2","1","2","2","2"
"10604","3","1","3","3","2","1","8","1","2","2","2","2"
"10605","3","1","1","2","2","1","3","2","2","1","1","1"
"10606","3","1","1","1","2","1","8","1","2","1","1","1"
"10607","3","1","2","2","2","1","1","2","3","1","1","1"
"10608","3","1","2","2","3","1","1","1","2","8","1","1"
"10609","3","1","2","2","3","1","1","1","2","2","1","1"
"10610","3","1","2","3","3","1","1","1","2","1","1","1"
"10611","3","1","2","2","2","3","1","1","2","8","8","8"
"10612","3","1","2","3","1","2","1","1","2","2","1","1"
"10613","3","1","2","3","3","3","1","1","2","2","1","1"
"10614","3","1","2","3","3","3","1","1","2","2","1","1"
"10615","3","1","2","3","2","1","1","98","8","1","2","1"
"10616","3","1","2","2","2","1","1","1","2","2","1","1"
"10617","3","1","2","3","3","2","1","1","2","2","1","1"
"10618","3","1","3","9","2","1","1","1","2","2","1","1"
"10619","3","1","2","2","2","1","1","1","2","2","1","1"
"10620","3","1","2","2","3","1","1","1","2","1","1","1"
"10621","3","1","3","3","3","2","1","1","2","1","1","1"
"10622","3","1","2","2","2","1","1","1","2","8","1","8"
"10623","3","1","2","2","2","1","1","1","2","8","8","8"
"10624","3","1","2","2","3","1","1","1","2","1","1","1"
"10625","3","1","3","2","3","1","1","1","2","1","1","1"
"10626","3","1","2","3","3","1","1","1","2","1","1","1"
"10627","3","1","2","2","3","1","1","1","2","1","1","1"
"10628","3","1","2","2","3","1","1","1","2","2","1","1"
"10629","3","1","3","3","4","1","9","1","2","2","1","1"
"10630","3","1","2","3","3","2","1","1","2","2","1","1"
"10631","3","1","2","2","3","1","1","1","2","2","1","8"
"10632","3","1","2","3","3","3","1","1","2","2","1","8"
"10633","3","1","3","3","3","1","1","4","2","2","1","8"
"10634","3","1","3","2","3","1","1","1","2","2","1","8"
"10635","3","1","2","2","3","1","1","4","2","2","1","8"
"10636","3","1","2","2","3","1","1","4","2","2","1","1"
"10637","3","1","2","2","2","1","1","4","2","2","1","1"
"10638","3","1","3","2","3","1","1","1","2","2","1","9"
"10639","3","1","8","3","3","2","1","1","2","2","1","1"
"10640","3","1","3","3","2","8","1","1","2","2","1","1"
"10641","3","1","2","2","2","1","1","1","2","2","1","1"
"10642","3","1","3","2","2","3","1","1","2","2","1","1"
"10643","3","1","2","2","2","1","1","1","2","2","1","1"
"10644","3","1","2","2","3","3","1","1","2","1","1","1"
"10645","3","1","2","2","2","1","1","1","2","2","1","1"
"10646","3","1","2","3","2","1","1","1","2","2","1","1"
"10647","3","1","2","3","4","1","1","1","2","1","1","1"
"10648","3","1","2","2","2","1","1","1","2","2","8","8"
"10649","3","1","2","3","2","1","1","2","1","8","8","8"
"10650","3","1","2","3","4","1","9","1","2","1","1","1"
"10651","3","1","2","4","3","2","1","2","2","8","8","8"
"10652","3","1","2","3","2","1","1","1","1","2","2","2"
"10653","3","1","2","9","2","9","1","2","2","2","2","2"
"10654","3","1","2","3","2","9","1","2","2","2","2","1"
"10655","3","1","3","3","2","9","1","2","8","8","8","8"
"10656","3","9","2","4","1","1","1","97","2","2","2","2"
"10657","3","1","2","2","1","1","9","2","2","8","8","8"
"10658","3","1","2","9","2","1","9","2","2","1","1","2"
"10659","3","1","2","2","2","1","1","1","1","1","2","2"
"10660","3","1","3","3","3","2","1","1","2","1","9","9"
"10661","3","1","2","3","4","2","1","98","8","1","2","1"
"10662","3","1","2","2","1","1","2","97","2","2","2","2"
"10663","3","1","2","3","2","1","1","98","1","1","1","1"
"10664","3","1","2","3","2","1","1","98","2","2","2","2"
"10665","3","1","2","3","2","2","3","1","2","8","8","8"
"10666","3","1","2","3","3","2","1","2","8","8","8","8"
"10667","3","1","2","2","1","1","1","2","1","1","2","2"
"10668","3","1","2","9","4","2","1","2","1","2","2","2"
"10669","3","1","8","2","2","1","1","2","2","2","2","2"
"10670","3","1","2","2","2","3","1","2","3","2","1","2"
"10671","3","2","2","3","2","1","1","2","2","1","2","2"
"10672","3","1","2","9","2","9","1","97","1","2","2","2"
"10673","3","1","2","2","2","9","1","2","8","2","1","1"
"10674","3","1","3","3","2","1","1","2","8","1","2","1"
"10675","3","1","2","2","1","1","1","2","1","1","2","1"
"10676","3","1","4","3","3","1","1","2","1","1","2","2"
"10677","3","1","2","2","1","1","1","98","1","2","2","2"
"10678","3","1","1","9","1","1","1","2","2","1","1","1"
"10679","3","1","3","3","2","1","1","2","8","1","1","1"
"10680","3","1","2","3","2","1","1","2","1","2","2","1"
"10681","3","1","1","2","1","1","1","2","8","1","1","1"
"10682","3","1","2","3","2","9","1","5","8","2","2","2"
"10683","3","1","2","3","2","9","1","2","2","2","1","1"
"10684","3","1","3","2","3","2","1","98","8","2","2","2"
"10685","3","1","2","3","2","1","1","1","8","2","2","8"
"10686","3","1","2","2","2","1","1","2","8","8","2","2"
"10687","3","1","2","9","2","1","1","1","8","2","2","2"
"10688","3","1","2","3","1","2","1","97","1","2","1","1"
"10689","3","1","2","2","1","1","1","2","3","1","2","1"
"10690","3","1","3","2","2","1","1","97","8","1","2","2"
"10691","3","1","2","3","1","1","1","2","1","1","2","2"
"10692","3","1","2","2","1","1","1","2","3","1","1","1"
"10693","3","1","3","9","2","1","1","2","3","2","1","1"
"10694","3","1","2","3","3","1","1","97","8","2","2","2"
"10695","3","1","1","3","1","1","1","98","3","1","2","2"
"10696","3","1","1","3","4","2","1","1","2","1","1","1"
"10697","3","1","2","3","4","1","1","2","8","2","2","2"
"10698","3","1","2","3","2","1","1","97","1","2","2","2"
"10699","3","1","2","9","2","1","1","2","8","1","2","2"
"10700","3","1","2","9","1","1","1","2","8","1","2","1"
"10701","3","1","2","9","2","1","1","97","1","2","2","2"
"10702","3","1","1","3","1","1","1","2","1","2","2","2"
"10703","3","1","2","2","1","1","1","97","8","1","2","2"
"10704","3","1","3","3","3","1","1","97","3","2","2","2"
"10705","3","1","2","2","1","1","1","97","8","2","2","2"
"10706","3","1","2","3","3","1","1","97","2","2","2","2"
"10707","3","1","2","9","1","1","1","97","8","2","2","1"
"10708","3","1","2","9","2","1","1","2","8","2","2","2"
"10709","3","1","1","2","1","1","1","2","8","1","1","1"
"10710","3","2","3","3","3","3","8","2","2","2","2","2"
"10711","3","1","2","9","1","1","1","99","3","1","1","1"
"10712","3","1","8","4","2","1","1","1","2","1","2","1"
"10713","3","1","2","2","1","1","1","1","2","1","2","1"
"10714","3","1","3","3","2","1","1","1","3","1","2","1"
"10715","3","2","1","3","5","3","1","2","2","1","2","1"
"10716","3","1","2","3","2","1","8","2","2","1","1","1"
"10717","3","1","8","3","2","2","1","98","3","1","1","1"
"10718","3","1","3","8","3","3","1","98","2","1","2","2"
"10719","3","1","8","3","4","1","1","2","1","1","2","1"
"10720","3","1","2","3","3","3","8","2","2","1","2","1"
"10721","3","1","2","2","2","1","1","4","3","1","2","1"
"10722","3","1","8","3","3","1","1","1","2","1","1","1"
"10723","3","1","1","8","8","1","8","2","3","1","2","8"
"10724","3","8","4","3","3","3","1","4","2","1","2","1"
"10725","3","1","2","2","4","1","8","98","1","1","1","2"
"10726","3","1","1","3","2","3","1","1","3","8","1","2"
"10727","3","1","8","4","4","1","8","98","2","2","1","1"
"10728","3","1","2","3","2","1","8","98","2","8","8","2"
"10729","3","1","2","1","2","1","1","97","3","2","1","2"
"10730","3","1","2","3","8","1","8","98","3","1","1","2"
"10731","3","1","4","3","2","1","1","1","2","2","1","2"
"10732","3","1","4","3","8","1","1","2","8","8","2","2"
"10733","3","1","2","3","2","1","1","1","2","1","1","2"
"10734","3","1","2","2","2","1","1","2","3","1","1","1"
"10735","3","1","2","2","3","3","1","2","2","1","2","1"
"10736","3","1","1","2","2","1","1","1","2","2","2","1"
"10737","3","2","8","4","3","2","1","2","2","2","2","2"
"10738","3","1","2","2","3","1","1","2","2","2","2","2"
"10739","3","2","8","4","3","2","1","1","2","2","2","2"
"10740","3","2","2","2","2","1","1","1","8","1","1","1"
"10741","3","2","4","4","2","1","1","2","2","1","2","1"
"10742","3","1","2","3","2","3","1","98","3","1","2","1"
"10743","3","1","1","1","2","3","1","2","2","1","1","1"
"10744","3","1","2","2","2","1","1","4","2","8","1","1"
"10745","3","1","1","1","2","1","1","1","2","1","2","2"
"10746","3","1","2","2","2","1","1","98","3","1","1","2"
"10747","3","1","8","8","2","1","1","97","2","1","2","2"
"10748","3","1","2","4","4","3","8","4","2","1","2","1"
"10749","3","1","2","2","2","1","8","98","8","8","1","8"
"10750","3","1","2","2","3","1","8","98","8","8","1","2"
"10751","3","1","2","4","4","2","8","4","1","2","1","8"
"10752","3","1","2","8","3","2","1","98","1","1","2","1"
"10753","3","1","2","2","8","1","1","98","2","8","8","9"
"10754","3","1","2","4","3","1","1","1","2","1","2","1"
"10755","3","1","3","1","3","3","1","1","2","1","1","1"
"10756","3","1","1","2","4","1","1","2","1","1","2","1"
"10757","3","1","2","2","2","1","1","2","8","1","1","1"
"10758","3","1","3","3","3","1","1","2","2","1","1","1"
"10759","3","2","2","3","2","1","8","4","8","1","2","1"
"10760","3","8","2","4","3","1","1","2","2","1","2","1"
"10761","3","2","4","3","2","3","1","1","2","1","2","1"
"10762","3","1","3","1","2","1","8","2","8","1","1","1"
"10763","3","1","2","2","2","1","1","2","2","1","2","1"
"10764","3","1","1","2","3","1","1","2","8","1","2","1"
"10765","3","1","1","2","2","1","1","98","3","8","1","1"
"10766","3","1","8","2","1","1","1","98","2","1","2","2"
"10767","3","1","2","2","3","1","8","2","2","1","1","2"
"10768","3","9","8","8","3","1","1","4","3","1","2","1"
"10769","3","9","2","3","3","2","1","4","1","1","1","2"
"10770","3","2","3","3","2","1","1","2","2","1","2","1"
"10771","3","1","2","4","4","1","8","97","8","2","8","1"
"10772","3","1","2","8","2","1","1","4","3","2","1","2"
"10773","3","1","9","3","2","1","8","99","3","1","2","2"
"10774","3","1","2","2","3","1","1","98","8","1","2","2"
"10775","3","1","8","8","4","1","1","98","3","2","1","1"
"10776","3","1","1","4","3","3","1","98","8","8","8","8"
"10777","3","1","1","2","1","1","1","2","8","8","8","8"
"10778","3","1","2","3","4","2","1","98","8","8","8","8"
"10779","3","1","2","3","4","2","8","98","8","8","8","8"
"10780","3","8","8","3","2","1","1","2","8","8","8","8"
"10781","3","1","2","2","1","1","1","2","2","1","2","1"
"10782","3","2","8","4","2","3","8","2","8","2","2","2"
"10783","3","1","2","3","4","2","1","98","8","2","1","2"
"10784","3","8","4","3","2","3","8","2","2","8","1","1"
"10785","3","8","8","4","4","3","3","2","8","2","1","2"
"10786","3","1","8","3","4","3","8","2","8","2","2","1"
"10787","3","2","8","3","8","2","8","98","8","2","1","2"
"10788","3","1","2","3","2","1","1","2","8","2","2","2"
"10789","3","1","2","3","3","1","2","98","9","2","2","2"
"10790","3","1","1","3","3","3","8","98","2","1","2","2"
"10791","3","1","1","3","5","1","1","1","2","1","8","1"
"10792","3","1","1","2","3","1","1","98","8","1","1","1"
"10793","3","1","1","3","8","8","8","1","2","1","1","1"
"10794","3","1","5","3","4","1","1","1","8","1","1","1"
"10795","3","8","2","3","4","3","1","98","8","1","2","1"
"10796","3","1","2","2","3","1","1","2","1","1","1","1"
"10797","3","1","1","1","5","2","1","2","9","8","2","1"
"10798","3","1","2","4","2","3","1","1","1","1","1","1"
"10799","3","2","2","2","2","1","8","2","8","1","2","2"
"10800","3","2","4","3","4","2","8","98","2","8","1","2"
"10801","3","1","5","4","5","8","8","2","8","1","1","1"
"10802","3","8","1","3","1","1","1","1","8","1","1","1"
"10803","3","1","2","2","2","1","1","2","2","1","2","2"
"10804","3","1","2","1","3","1","3","1","3","1","2","1"
"10805","3","2","4","4","5","2","1","1","1","1","1","1"
"10806","3","1","2","3","3","3","1","2","3","2","2","1"
"10807","3","1","1","3","2","1","1","2","1","1","1","1"
"10808","3","1","2","2","4","1","8","98","8","8","2","8"
"10809","3","1","5","2","5","1","8","98","1","1","2","1"
"10810","3","1","2","2","8","2","8","98","1","1","1","8"
"10811","3","1","3","2","1","1","1","1","1","2","2","1"
"10812","3","2","1","3","8","2","8","1","8","2","2","1"
"10813","3","1","2","2","2","1","1","2","8","1","8","8"
"10814","3","1","2","3","4","2","1","1","2","1","8","1"
"10815","3","1","2","4","3","3","1","2","3","1","1","1"
"10816","3","1","3","3","3","3","2","1","2","2","2","1"
"10817","3","1","8","3","3","3","8","1","3","1","1","1"
"10818","3","1","1","2","3","1","1","2","8","2","1","2"
"10819","3","1","3","3","2","3","1","98","1","1","1","1"
"10820","3","2","8","4","4","1","8","98","8","8","8","8"
"10821","3","2","4","4","5","2","8","2","3","2","1","2"
"10822","3","1","2","2","2","1","1","98","8","1","1","1"
"10823","3","1","2","2","2","1","1","2","3","1","1","1"
"10824","3","1","2","4","2","1","1","98","2","1","1","1"
"10825","3","1","4","3","2","1","1","2","8","8","8","8"
"10826","3","1","8","3","2","1","1","98","8","1","1","2"
"10827","3","1","2","3","2","1","1","1","8","1","1","1"
"10828","3","1","1","3","2","1","1","98","8","1","1","1"
"10829","3","1","2","4","8","8","1","2","8","8","8","8"
"10830","3","1","2","3","8","1","1","98","8","8","8","8"
"10831","3","1","1","2","3","1","1","98","8","1","1","1"
"10832","3","1","1","3","2","1","8","1","8","1","1","1"
"10833","3","1","1","3","2","1","1","98","1","1","8","1"
"10834","3","1","1","3","8","1","1","98","2","1","1","1"
"10835","3","1","1","3","3","1","8","98","8","1","1","2"
"10836","3","1","8","3","8","1","8","98","2","1","1","1"
"10837","3","1","2","2","2","1","1","98","8","1","1","1"
"10838","3","1","4","3","1","1","1","2","1","1","1","1"
"10839","3","1","1","3","2","1","1","2","1","1","1","1"
"10840","3","1","2","2","1","1","1","2","1","1","1","1"
"10841","3","1","1","2","2","1","1","2","2","1","2","1"
"10842","3","2","2","2","1","1","1","2","1","1","1","1"
"10843","3","1","1","2","1","1","1","2","1","8","8","8"
"10844","3","1","1","2","1","1","1","1","1","1","1","1"
"10845","3","1","1","2","1","1","1","2","1","1","1","1"
"10846","3","1","1","2","1","1","1","2","1","1","1","1"
"10847","3","1","1","2","1","1","1","2","1","1","1","1"
"10848","3","1","1","2","1","1","1","2","1","1","1","1"
"10849","3","1","1","2","1","1","1","2","1","1","1","1"
"10850","3","1","1","2","1","1","1","2","1","1","1","1"
"10851","3","1","1","2","1","1","1","1","1","1","1","1"
"10852","3","1","1","2","1","1","1","4","1","1","1","1"
"10853","3","1","1","2","1","1","1","2","1","1","1","1"
"10854","3","1","1","2","1","1","1","2","1","1","1","1"
"10855","3","1","2","2","1","1","1","2","1","1","1","1"
"10856","3","1","2","2","2","1","1","2","2","1","1","1"
"10857","3","1","1","2","1","1","1","2","1","1","1","1"
"10858","3","1","2","2","1","1","1","2","1","1","1","1"
"10859","3","1","2","3","2","1","1","1","1","8","8","8"
"10860","3","1","1","2","2","1","1","98","2","1","1","1"
"10861","3","1","2","3","3","3","1","4","1","1","1","1"
"10862","3","1","3","3","2","1","1","2","1","2","2","2"
"10863","3","1","3","3","1","1","1","2","2","1","1","1"
"10864","3","1","3","2","1","1","1","2","1","1","1","1"
"10865","3","1","3","3","3","3","3","2","2","2","2","2"
"10866","3","1","3","3","2","1","1","2","2","2","1","1"
"10867","3","1","1","3","1","1","1","2","3","1","1","1"
"10868","3","1","2","3","1","1","1","2","1","1","1","1"
"10869","3","1","1","2","1","1","1","2","1","2","2","2"
"10870","3","1","1","2","1","1","1","1","1","2","2","2"
"10871","3","1","3","3","3","1","3","2","1","1","1","1"
"10872","3","1","3","2","3","3","3","4","3","1","1","2"
"10873","3","1","3","2","1","1","1","4","2","1","1","2"
"10874","3","1","3","2","3","3","3","4","3","1","1","2"
"10875","3","1","3","2","3","3","3","4","3","1","2","2"
"10876","3","1","3","2","3","3","1","4","1","1","1","2"
"10877","3","1","3","2","3","1","1","4","1","1","2","1"
"10878","3","1","3","2","3","3","1","2","2","1","1","2"
