"ID","country","Q2","Q4","Q5","Q6","Q6N","Q7","Q23","Q30","Q46a","Q46b","Q46c"
"9439","3","1","2","4","3","2","3","2","2","1","1","1"
"9440","3","1","3","3","3","1","1","1","3","1","1","1"
"9441","3","1","1","3","3","1","1","2","2","2","1","1"
"9442","3","8","2","4","4","2","8","98","3","2","2","1"
"9443","3","1","2","4","3","1","1","2","2","1","1","1"
"9444","3","1","4","3","4","1","1","1","3","1","2","1"
"9445","3","8","4","3","4","3","8","1","3","2","8","8"
"9446","3","1","4","3","3","1","1","2","3","1","2","1"
"9447","3","1","1","3","2","1","8","97","2","1","1","1"
"9448","3","8","2","4","3","1","8","2","3","2","1","1"
"9449","3","1","1","3","3","3","8","2","2","1","1","1"
"9450","3","1","2","2","4","1","8","2","3","8","2","1"
"9451","3","1","4","3","4","2","8","4","3","1","1","1"
"9452","3","1","2","3","2","1","1","1","1","1","2","1"
"9453","3","1","2","9","2","3","1","1","8","1","1","1"
"9454","3","1","1","2","1","1","1","98","1","1","2","1"
"9455","3","1","1","2","1","1","1","2","1","1","1","1"
"9456","3","1","2","9","1","1","1","2","1","1","1","1"
"9457","3","1","2","2","1","1","1","2","8","1","1","1"
"9458","3","1","1","2","1","1","1","2","1","1","1","1"
"9459","3","1","1","9","1","1","1","2","1","1","1","1"
"9460","3","1","1","2","1","1","1","1","1","1","1","1"
"9461","3","1","1","9","1","1","1","2","1","1","1","1"
"9462","3","1","1","2","1","1","1","2","1","1","1","1"
"9463","3","2","1","9","1","1","1","2","1","1","1","1"
"9464","3","2","5","9","5","3","1","2","8","9","9","8"
"9465","3","1","1","9","1","1","1","98","1","1","1","1"
"9466","3","1","1","3","2","1","1","3","1","1","2","1"
"9467","3","1","2","9","2","1","2","1","1","1","1","1"
"9468","3","2","1","3","1","2","1","98","1","1","1","1"
"9469","3","1","1","3","1","2","2","2","8","1","1","2"
"9470","3","2","2","3","1","1","1","1","1","1","1","1"
"9471","3","1","2","2","3","3","1","1","1","1","1","2"
"9472","3","1","2","3","4","1","8","98","1","1","1","1"
"9473","3","1","3","3","4","9","8","2","8","2","8","8"
"9474","3","1","2","9","3","3","1","1","2","2","1","2"
"9475","3","1","2","9","3","3","1","1","8","2","2","1"
"9476","3","9","4","2","1","1","1","98","8","2","8","1"
"9477","3","8","8","8","8","8","1","1","8","2","1","1"
"9478","3","1","1","9","2","3","8","1","8","9","9","9"
"9479","3","1","1","9","2","3","8","1","2","1","2","1"
"9480","3","1","2","9","3","3","1","1","2","2","1","1"
"9481","3","9","2","4","3","8","1","2","8","1","8","8"
"9482","3","1","2","2","2","3","1","1","2","1","2","2"
"9483","3","1","1","2","8","3","1","1","8","2","2","1"
"9484","3","1","4","3","4","1","1","2","1","1","2","1"
"9485","3","1","4","3","4","1","1","2","2","1","2","1"
"9486","3","1","4","3","4","1","1","2","1","1","2","1"
"9487","3","1","4","3","4","1","1","2","1","1","2","1"
"9488","3","1","4","3","4","1","8","2","2","1","2","1"
"9489","3","1","4","3","4","1","8","2","2","1","2","1"
"9490","3","1","4","3","4","1","8","2","2","1","2","1"
"9491","3","1","1","2","1","3","1","1","2","1","2","8"
"9492","3","1","4","3","4","1","1","2","1","1","2","1"
"9493","3","1","4","3","4","1","8","2","2","1","2","1"
"9494","3","9","4","3","3","1","1","2","3","1","8","1"
"9495","3","1","1","1","1","1","1","2","9","8","1","1"
"9496","3","1","1","2","1","1","1","2","1","2","1","1"
"9497","3","1","2","2","1","1","1","2","8","9","1","1"
"9498","3","1","1","2","1","1","1","1","8","8","8","8"
"9499","3","1","1","9","1","1","1","2","8","2","2","2"
"9500","3","1","2","1","2","1","1","2","8","2","1","8"
"9501","3","1","1","9","1","1","1","2","3","2","1","1"
"9502","3","1","1","9","1","1","1","1","8","8","8","8"
"9503","3","1","1","2","3","1","1","1","1","1","2","1"
"9504","3","1","1","1","1","1","1","1","2","1","1","1"
"9505","3","1","2","3","3","1","1","4","2","1","2","2"
"9506","3","1","3","3","3","1","1","1","2","2","2","2"
"9507","3","1","1","2","1","1","1","1","2","1","1","1"
"9508","3","1","2","2","2","3","1","4","8","2","1","8"
"9509","3","1","3","2","3","3","1","2","2","2","2","8"
"9510","3","1","2","2","2","1","1","2","3","2","2","2"
"9511","3","1","2","2","3","1","1","2","8","2","2","1"
"9512","3","2","4","3","3","1","1","2","3","8","8","2"
"9513","3","8","4","4","3","3","3","1","2","2","8","1"
"9514","3","8","3","9","3","3","1","1","8","8","1","1"
"9515","3","1","2","2","3","3","1","2","9","2","2","1"
"9516","3","1","2","1","2","1","8","2","2","8","1","1"
"9517","3","1","2","2","2","3","1","1","2","2","1","1"
"9518","3","1","2","2","2","1","8","1","8","2","1","1"
"9519","3","8","2","2","2","2","8","98","2","1","2","2"
"9520","3","1","2","9","3","9","1","1","2","1","2","1"
"9521","3","1","3","9","2","1","1","1","8","1","2","8"
"9522","3","1","2","3","3","3","8","2","2","2","1","1"
"9523","3","2","4","9","2","3","8","1","2","1","1","2"
"9524","3","1","2","9","3","3","1","1","9","1","1","1"
"9525","3","2","3","9","2","3","8","1","8","2","1","1"
"9526","3","2","2","3","8","1","8","1","1","2","8","1"
"9527","3","1","2","2","2","1","1","1","2","2","2","1"
"9528","3","1","2","2","3","1","1","1","2","1","2","2"
"9529","3","1","2","2","3","1","1","2","8","2","2","1"
"9530","3","1","2","3","3","3","1","2","1","2","1","1"
"9531","3","1","1","2","3","1","1","1","2","1","2","2"
"9532","3","1","2","2","3","1","1","2","8","2","2","1"
"9533","3","2","4","3","3","1","1","1","2","2","2","2"
"9534","3","1","2","2","8","1","1","1","2","1","2","1"
"9535","3","1","2","2","3","1","1","1","2","2","1","1"
"9536","3","1","2","2","2","1","8","1","3","1","1","1"
"9537","3","2","3","3","3","2","8","2","8","2","2","1"
"9538","3","1","2","2","2","1","8","1","1","1","1","1"
"9539","3","2","2","3","3","2","8","2","2","2","1","1"
"9540","3","1","2","2","2","1","8","1","1","1","1","1"
"9541","3","1","3","2","3","8","2","98","8","1","1","1"
"9542","3","1","2","3","2","3","8","1","1","1","1","1"
"9543","3","2","2","2","1","1","8","3","1","1","1","1"
"9544","3","1","2","2","2","1","1","1","1","1","1","1"
"9545","3","8","1","4","8","3","8","2","2","1","1","1"
"9546","3","1","1","2","1","1","1","1","1","1","1","1"
"9547","3","2","2","3","2","1","1","1","2","1","2","1"
"9548","3","1","2","3","2","1","1","1","1","1","1","1"
"9549","3","2","4","3","4","1","1","2","1","1","2","1"
"9550","3","1","2","3","3","1","1","1","1","1","1","1"
"9551","3","2","3","3","3","1","1","4","1","1","2","1"
"9552","3","1","1","2","1","8","1","1","1","2","2","1"
"9553","3","2","1","2","2","1","1","1","1","1","2","1"
"9554","3","1","2","2","1","1","8","1","1","8","2","1"
"9555","3","8","3","8","2","1","8","1","8","2","8","1"
"9556","3","8","2","2","1","1","1","1","3","2","8","1"
"9557","3","1","1","2","1","3","1","1","2","1","1","1"
"9558","3","1","2","3","1","1","1","4","1","2","2","2"
"9559","3","2","2","4","2","1","1","97","1","2","2","1"
"9560","3","1","2","3","2","1","2","1","1","2","2","1"
"9561","3","1","1","2","1","1","1","1","2","1","1","1"
"9562","3","1","1","2","2","1","8","1","2","1","2","1"
"9563","3","1","1","2","1","1","1","1","2","1","1","1"
"9564","3","1","2","8","2","1","1","4","1","2","2","2"
"9565","3","8","1","3","1","1","1","1","2","1","1","1"
"9566","3","1","2","3","2","1","1","2","2","2","2","2"
"9567","3","1","2","3","2","3","1","1","2","1","2","1"
"9568","3","2","4","3","4","2","8","1","2","8","1","1"
"9569","3","1","2","2","1","1","1","2","2","2","2","1"
"9570","3","1","3","2","1","1","1","1","1","2","2","1"
"9571","3","1","2","3","3","3","1","4","2","1","2","1"
"9572","3","2","3","8","3","3","3","4","3","8","8","2"
"9573","3","1","1","2","2","1","1","2","1","8","2","8"
"9574","3","1","2","2","2","1","3","2","1","1","1","1"
"9575","3","2","4","3","3","2","1","2","1","2","2","2"
"9576","3","1","2","2","3","1","1","2","8","1","1","2"
"9577","3","1","2","2","2","1","1","2","2","1","2","8"
"9578","3","1","1","1","1","1","1","1","1","1","2","2"
"9579","3","8","2","3","2","3","1","2","2","2","1","1"
"9580","3","2","2","3","2","8","1","1","2","1","8","1"
"9581","3","2","2","2","8","1","1","1","2","8","8","1"
"9582","3","2","2","8","2","1","1","2","2","8","8","1"
"9583","3","1","1","3","3","1","1","4","3","1","1","1"
"9584","3","8","2","3","2","1","1","1","2","1","1","1"
"9585","3","2","2","3","2","3","2","2","2","1","2","1"
"9586","3","1","2","3","2","1","1","1","1","2","1","1"
"9587","3","2","2","4","3","1","1","98","1","1","2","1"
"9588","3","2","2","3","2","1","1","1","1","1","1","1"
"9589","3","1","2","3","2","1","8","1","1","2","2","1"
"9590","3","2","3","3","2","2","3","1","2","2","1","1"
"9591","3","1","2","2","4","2","2","1","2","2","2","2"
"9592","3","2","2","4","3","2","1","1","2","2","1","1"
"9593","3","1","3","2","3","3","1","1","2","2","2","1"
"9594","3","1","2","3","3","3","2","1","1","2","2","1"
"9595","3","1","3","3","2","3","1","1","1","2","2","2"
"9596","3","1","2","2","2","1","1","1","1","2","2","1"
"9597","3","1","2","3","3","3","3","1","2","2","2","2"
"9598","3","1","2","3","1","3","2","4","1","1","2","1"
"9599","3","1","4","3","4","3","8","1","2","2","1","1"
"9600","3","1","1","2","2","1","1","4","1","2","1","2"
"9601","3","1","1","2","2","1","1","1","1","2","1","1"
"9602","3","1","1","2","2","1","1","1","2","2","1","2"
"9603","3","1","1","2","2","1","1","1","2","1","2","2"
"9604","3","1","1","2","2","1","1","1","2","1","1","2"
"9605","3","1","1","2","2","1","1","1","2","1","1","2"
"9606","3","1","1","2","2","1","1","1","2","1","1","2"
"9607","3","1","1","2","2","1","1","4","2","1","1","2"
"9608","3","1","1","2","2","1","1","1","2","1","2","1"
"9609","3","1","1","2","3","1","1","4","2","1","2","1"
"9610","3","1","1","2","2","1","1","1","2","1","2","2"
"9611","3","1","2","2","2","1","1","1","1","1","1","2"
"9612","3","1","1","3","3","1","1","1","2","1","1","2"
"9613","3","1","1","2","2","1","1","4","2","1","1","2"
"9614","3","1","1","3","3","1","1","4","2","1","1","2"
"9615","3","1","1","2","2","1","1","1","2","1","2","2"
"9616","3","1","1","2","2","1","1","4","2","1","2","1"
"9617","3","1","1","2","2","1","1","4","2","1","2","1"
"9618","3","1","2","2","2","1","1","4","2","1","1","2"
"9619","3","1","1","2","2","1","1","4","2","1","2","1"
"9620","3","1","1","3","4","1","1","1","2","1","2","1"
"9621","3","1","2","9","2","1","1","1","1","1","2","1"
"9622","3","1","2","2","2","1","1","3","2","2","1","1"
"9623","3","1","2","9","3","1","1","4","2","1","1","2"
"9624","3","1","2","2","2","1","1","1","2","1","2","1"
"9625","3","1","1","2","2","1","1","1","2","1","2","1"
"9626","3","1","1","2","2","1","1","4","2","1","1","2"
"9627","3","1","1","9","2","1","1","4","2","1","1","2"
"9628","3","1","1","2","2","1","1","4","2","2","1","1"
"9629","3","1","2","2","2","1","1","4","2","1","2","1"
"9630","3","1","1","2","1","1","1","1","2","1","1","2"
"9631","3","1","1","2","2","1","1","4","2","1","1","2"
"9632","3","1","2","1","1","3","1","3","2","1","2","2"
"9633","3","1","2","2","2","1","2","4","2","2","1","2"
"9634","3","1","2","2","1","3","1","1","3","1","1","2"
"9635","3","1","2","2","1","2","1","3","1","1","1","2"
"9636","3","1","2","2","1","1","1","2","2","2","1","1"
"9637","3","1","3","4","3","3","1","4","2","1","2","1"
"9638","3","1","1","2","1","1","1","3","2","1","9","9"
"9639","3","1","1","2","1","1","1","4","2","1","2","2"
"9640","3","1","1","2","2","1","2","1","1","2","1","1"
"9641","3","1","1","1","1","1","1","3","1","2","2","2"
"9642","3","1","1","2","1","2","1","1","1","1","2","1"
"9643","3","1","2","3","2","1","1","1","1","1","1","2"
"9644","3","1","2","9","1","1","1","2","1","2","2","2"
"9645","3","1","2","2","1","2","1","4","2","2","1","1"
"9646","3","2","2","2","1","1","1","1","1","1","2","2"
"9647","3","1","1","2","1","1","1","1","1","2","2","2"
"9648","3","1","2","2","1","1","1","3","1","2","2","2"
"9649","3","1","2","2","1","1","1","3","2","2","2","1"
"9650","3","1","2","1","2","1","1","3","1","2","2","2"
"9651","3","1","2","1","2","1","1","3","1","2","2","2"
"9652","3","1","1","1","1","3","1","2","2","1","1","1"
"9653","3","1","2","2","1","1","1","1","1","1","1","1"
"9654","3","1","2","2","2","1","1","4","3","1","1","1"
"9655","3","1","2","2","2","1","1","4","1","1","2","1"
"9656","3","1","2","2","1","1","1","2","3","2","2","1"
"9657","3","1","2","2","1","1","1","4","1","2","1","1"
"9658","3","1","1","9","1","1","1","4","1","1","1","1"
"9659","3","1","2","2","2","1","1","4","3","2","2","1"
"9660","3","1","2","2","2","1","1","1","1","2","2","1"
"9661","3","1","2","2","2","1","1","4","1","1","1","1"
"9662","3","1","2","2","2","1","1","4","1","2","2","1"
"9663","3","1","2","2","2","1","1","4","1","2","1","1"
"9664","3","1","2","2","1","1","1","1","1","1","1","1"
"9665","3","1","2","2","2","1","1","1","1","1","1","1"
"9666","3","1","1","2","1","1","1","1","1","1","1","1"
"9667","3","1","1","3","1","1","1","1","1","1","1","1"
"9668","3","1","2","2","2","2","1","1","1","1","1","1"
"9669","3","1","1","2","1","1","1","1","2","1","2","1"
"9670","3","1","1","2","1","1","1","1","1","1","1","1"
"9671","3","1","1","2","1","1","1","1","1","1","1","1"
"9672","3","1","1","2","2","1","1","1","1","1","1","1"
"9673","3","1","1","2","1","1","1","1","1","1","1","1"
"9674","3","1","1","2","1","1","1","1","1","1","1","1"
"9675","3","1","2","2","1","1","1","1","1","1","2","1"
"9676","3","1","2","2","1","1","1","1","1","2","2","2"
"9677","3","1","2","2","2","1","1","1","1","2","2","2"
"9678","3","1","2","2","1","1","1","1","2","2","1","1"
"9679","3","1","2","2","1","1","1","4","1","2","2","2"
"9680","3","1","1","2","1","1","1","1","1","2","2","2"
"9681","3","1","1","2","1","1","1","1","1","1","1","1"
"9682","3","1","1","2","1","1","1","1","1","1","2","2"
"9683","3","1","2","2","1","1","1","1","1","1","9","9"
"9684","3","1","1","2","1","1","1","1","1","1","1","1"
"9685","3","1","2","2","2","1","1","1","2","1","2","2"
"9686","3","1","2","2","2","1","1","1","1","1","1","1"
"9687","3","1","2","2","1","1","1","1","1","2","2","2"
"9688","3","1","2","2","2","1","1","1","1","1","1","1"
"9689","3","1","1","2","1","1","1","2","3","1","1","1"
"9690","3","1","1","2","1","1","1","4","1","2","2","2"
"9691","3","1","2","2","2","1","1","1","1","1","2","2"
"9692","3","1","1","2","1","1","1","1","3","2","2","2"
"9693","3","1","2","2","1","1","1","1","3","2","2","2"
"9694","3","1","2","2","2","1","1","1","3","2","2","1"
"9695","3","1","2","2","1","1","3","1","3","2","2","2"
"9696","3","1","2","2","3","1","3","4","3","2","2","2"
"9697","3","1","2","2","2","2","1","1","3","1","2","1"
"9698","3","1","2","2","2","2","2","1","3","1","1","2"
"9699","3","1","2","2","2","2","2","1","1","2","2","2"
"9700","3","1","2","2","2","1","1","1","3","1","2","2"
"9701","3","1","1","3","3","3","3","1","3","2","2","2"
"9702","3","1","1","2","1","3","3","1","1","1","2","1"
"9703","3","1","2","2","2","1","1","4","1","1","1","1"
"9704","3","1","1","2","1","1","1","4","1","2","2","2"
"9705","3","1","2","2","2","1","1","4","3","2","2","2"
"9706","3","1","2","2","2","3","1","1","2","2","2","2"
"9707","3","1","1","2","2","1","1","1","1","2","2","2"
"9708","3","1","1","2","1","1","1","1","1","1","1","1"
"9709","3","1","1","2","1","1","1","1","1","1","1","1"
"9710","3","1","1","2","1","1","1","1","1","1","1","1"
"9711","3","1","2","2","3","2","1","1","1","1","1","1"
"9712","3","1","1","2","1","1","1","1","1","1","1","1"
"9713","3","1","1","2","1","1","1","1","1","1","1","1"
"9714","3","1","1","2","1","1","1","1","1","1","1","1"
"9715","3","1","1","2","1","1","1","1","1","1","1","1"
"9716","3","1","1","2","1","1","1","1","1","1","1","1"
"9717","3","1","1","2","1","1","1","1","1","1","1","1"
"9718","3","1","1","2","1","1","1","1","1","1","1","2"
"9719","3","1","2","2","1","1","1","1","1","1","1","1"
"9720","3","1","2","2","3","1","1","1","1","1","1","1"
"9721","3","1","2","2","2","1","1","4","3","1","1","1"
"9722","3","1","3","2","2","1","1","1","3","2","2","2"
"9723","3","1","2","3","2","1","1","1","1","2","2","2"
"9724","3","1","2","2","1","1","1","1","3","1","1","1"
"9725","3","1","2","2","1","1","1","4","3","2","2","2"
"9726","3","1","2","2","2","3","1","1","3","2","2","2"
"9727","3","1","2","2","2","1","1","1","1","2","2","2"
"9728","3","1","2","2","2","1","1","1","1","1","1","1"
"9729","3","1","1","2","1","1","1","4","3","2","2","1"
"9730","3","1","2","2","2","1","1","2","1","1","1","1"
"9731","3","2","2","2","2","1","1","4","2","1","1","1"
"9732","3","1","2","2","1","1","1","1","2","1","2","2"
"9733","3","1","2","3","3","1","1","4","1","1","1","1"
"9734","3","1","2","2","1","2","1","1","1","1","1","1"
"9735","3","1","1","3","2","1","1","2","3","1","1","1"
"9736","3","1","3","3","1","1","1","1","3","1","1","1"
"9737","3","1","1","2","1","1","1","2","3","1","1","1"
"9738","3","1","3","2","4","1","1","4","1","1","1","1"
"9739","3","1","2","2","2","1","1","1","1","1","1","1"
"9740","3","1","2","2","1","1","1","1","1","1","1","1"
"9741","3","2","1","3","2","1","1","1","1","1","1","1"
"9742","3","1","2","9","3","1","1","3","1","1","1","1"
"9743","3","1","2","3","2","1","1","1","2","1","1","1"
"9744","3","1","1","2","2","1","1","97","1","1","1","1"
"9745","3","1","1","2","1","1","1","4","2","2","1","2"
"9746","3","1","3","9","1","1","1","3","1","1","1","1"
"9747","3","1","2","3","2","1","1","4","1","1","1","1"
"9748","3","1","1","2","1","1","1","4","1","1","1","1"
"9749","3","1","1","1","1","1","1","1","2","1","1","1"
"9750","3","1","2","2","1","1","2","4","2","1","1","1"
"9751","3","1","1","1","2","3","1","3","1","1","1","1"
"9752","3","1","2","3","1","1","1","4","1","1","2","1"
"9753","3","1","2","2","1","3","2","2","1","1","1","1"
"9754","3","1","1","1","2","1","1","1","2","2","2","1"
"9755","3","2","2","2","2","1","3","97","8","2","1","2"
"9756","3","2","2","4","2","2","1","1","1","1","1","1"
"9757","3","2","2","2","1","2","1","97","3","2","1","1"
"9758","3","1","3","4","1","1","2","97","2","2","1","1"
"9759","3","1","2","4","2","2","2","1","2","2","2","2"
"9760","3","2","2","3","1","2","2","2","1","1","2","2"
"9761","3","1","1","3","2","1","1","1","1","2","1","2"
"9762","3","1","2","2","1","1","2","1","2","2","2","2"
"9763","3","1","8","3","2","1","1","4","1","2","1","1"
"9764","3","1","2","1","1","1","1","4","1","2","2","1"
"9765","3","1","3","3","3","3","1","1","3","1","2","2"
"9766","3","1","1","1","1","1","1","2","1","1","2","2"
"9767","3","1","2","2","4","1","2","97","2","2","2","1"
"9768","3","2","1","2","2","3","2","2","3","1","2","2"
"9769","3","2","1","3","2","1","1","1","3","2","2","2"
"9770","3","1","2","2","2","1","1","97","1","1","1","1"
"9771","3","1","2","2","1","1","2","2","3","1","2","1"
"9772","3","1","2","3","3","1","2","1","1","1","2","1"
"9773","3","1","1","2","2","1","1","2","1","1","2","2"
"9774","3","1","1","2","1","1","1","2","2","1","1","1"
"9775","3","1","2","2","2","1","1","2","1","1","1","1"
"9776","3","1","1","2","1","1","1","2","3","1","1","2"
"9777","3","1","2","2","1","1","1","2","2","1","1","1"
"9778","3","1","1","2","1","1","1","2","2","1","2","2"
"9779","3","2","1","2","2","1","1","2","1","1","1","2"
"9780","3","2","3","2","3","1","1","2","3","1","1","1"
"9781","3","1","3","2","2","1","1","2","1","1","1","1"
"9782","3","1","2","2","2","1","1","2","1","1","1","1"
"9783","3","1","3","2","1","1","1","2","1","1","2","1"
"9784","3","2","2","2","2","1","1","2","3","2","1","2"
"9785","3","1","1","2","1","1","1","2","3","1","2","2"
"9786","3","1","2","2","1","1","1","2","2","1","1","1"
"9787","3","1","1","2","2","1","1","2","3","1","2","1"
"9788","3","1","2","3","2","1","1","2","2","1","1","1"
"9789","3","1","2","2","2","1","1","2","1","1","1","1"
"9790","3","1","3","2","2","1","1","2","2","1","2","2"
"9791","3","1","3","2","1","1","1","2","2","1","1","1"
"9792","3","1","1","2","2","1","1","2","1","1","1","2"
"9793","3","1","2","2","1","1","1","2","1","1","1","1"
"9794","3","1","2","2","2","1","1","4","1","1","2","2"
"9795","3","1","3","2","2","1","1","2","2","1","2","1"
"9796","3","1","2","2","2","1","1","1","1","1","2","1"
"9797","3","1","3","3","3","3","1","2","1","1","1","2"
"9798","3","1","3","3","3","3","1","2","2","1","1","2"
"9799","3","1","2","2","2","1","1","1","1","1","2","1"
"9800","3","1","2","2","2","1","1","1","1","1","1","2"
"9801","3","1","2","2","2","1","1","1","1","1","2","2"
"9802","3","1","2","2","2","1","1","4","3","2","1","2"
"9803","3","1","2","2","2","1","1","2","1","1","1","2"
"9804","3","1","1","1","2","1","1","1","1","1","2","2"
"9805","3","1","3","2","3","3","1","2","2","1","1","2"
"9806","3","1","2","2","2","1","1","1","2","1","2","2"
"9807","3","1","2","2","3","1","1","1","2","1","2","2"
"9808","3","2","3","3","3","3","1","3","3","1","1","2"
"9809","3","1","2","2","2","1","1","2","1","2","1","2"
"9810","3","1","1","2","1","1","1","1","1","2","1","2"
"9811","3","1","1","1","1","1","1","1","1","2","1","1"
"9812","3","1","2","2","2","1","1","1","1","1","2","1"
"9813","3","1","2","2","2","1","1","3","1","1","1","2"
"9814","3","1","2","2","2","1","1","4","1","1","1","2"
"9815","3","1","2","1","2","1","1","4","1","2","2","1"
"9816","3","1","2","2","2","1","1","4","2","1","2","1"
"9817","3","1","2","2","3","1","1","1","2","1","2","2"
"9818","3","2","3","3","3","3","1","1","2","2","1","2"
"9819","3","1","2","2","2","3","1","3","2","1","2","2"
"9820","3","1","2","2","2","1","1","4","2","2","1","2"
"9821","3","1","2","2","2","1","1","1","3","2","1","2"
"9822","3","1","2","2","2","1","1","2","2","2","1","2"
"9823","3","1","1","3","2","1","1","1","3","2","1","1"
"9824","3","1","1","2","2","1","1","4","1","1","2","1"
"9825","3","2","3","3","3","3","1","1","2","1","2","2"
"9826","3","1","2","2","2","1","1","1","1","1","2","2"
"9827","3","2","3","3","3","1","1","1","2","1","2","1"
"9828","3","1","2","2","2","1","1","2","1","1","2","1"
"9829","3","1","3","2","2","1","1","1","1","2","1","1"
"9830","3","1","3","9","3","3","1","1","1","1","2","1"
"9831","3","1","2","2","2","1","1","2","1","1","1","2"
"9832","3","1","2","2","2","1","1","1","1","1","2","1"
"9833","3","1","2","2","2","1","1","2","1","1","2","1"
"9834","3","2","3","3","3","3","1","1","2","1","2","1"
"9835","3","1","3","2","3","3","1","4","2","1","2","1"
"9836","3","1","2","2","1","1","1","2","2","2","1","2"
"9837","3","1","1","2","3","1","1","1","3","1","2","1"
"9838","3","1","2","2","2","1","1","1","2","2","2","1"
"9839","3","1","3","3","2","1","1","1","2","2","1","2"
"9840","3","1","2","2","2","3","1","1","2","2","1","1"
"9841","3","1","3","3","2","1","1","1","2","2","1","1"
"9842","3","1","3","2","2","1","3","1","2","2","1","1"
"9843","3","1","3","2","2","1","1","1","2","2","1","1"
"9844","3","1","3","2","3","3","2","97","2","2","1","1"
"9845","3","1","3","3","2","3","2","97","2","2","1","1"
"9846","3","1","3","3","3","1","2","1","2","2","2","1"
"9847","3","1","3","3","1","1","3","1","3","1","1","1"
"9848","3","1","3","2","1","1","1","1","1","2","1","1"
"9849","3","1","2","2","1","1","1","1","3","1","1","1"
"9850","3","1","2","2","2","1","1","1","2","2","1","2"
"9851","3","1","3","3","2","1","3","97","2","1","1","1"
"9852","3","1","3","2","3","1","1","97","3","2","2","1"
"9853","3","1","3","3","4","3","1","2","3","1","1","1"
"9854","3","1","3","2","2","1","1","2","2","2","1","1"
"9855","3","1","3","2","2","1","2","97","2","2","2","1"
"9856","3","1","3","3","1","1","3","2","3","2","1","1"
"9857","3","1","3","2","2","1","1","1","2","2","2","1"
"9858","3","1","2","3","2","1","1","2","2","2","1","1"
"9859","3","1","2","2","3","3","1","1","1","2","2","2"
"9860","3","1","3","2","2","1","1","2","2","2","1","1"
"9861","3","1","3","2","2","1","1","97","3","2","1","1"
"9862","3","1","2","2","2","3","1","97","2","2","1","2"
"9863","3","2","4","3","3","1","3","97","2","2","2","1"
"9864","3","1","2","2","1","1","1","1","2","2","2","1"
"9865","3","1","2","3","3","1","1","2","2","2","2","1"
"9866","3","1","2","2","2","1","1","1","3","2","2","1"
"9867","3","1","3","3","3","1","1","2","2","2","2","1"
"9868","3","1","2","2","2","1","1","1","2","1","2","1"
"9869","3","1","1","2","1","1","1","1","2","2","2","1"
"9870","3","1","8","3","3","1","1","1","2","1","2","1"
"9871","3","1","2","2","2","1","1","2","2","1","1","1"
"9872","3","1","8","3","3","1","1","3","2","1","2","1"
"9873","3","1","2","2","2","1","1","3","2","2","2","1"
"9874","3","1","2","2","2","1","1","1","2","1","2","1"
"9875","3","2","3","3","3","1","1","3","2","2","2","1"
"9876","3","1","2","2","2","1","1","1","2","1","2","1"
"9877","3","1","3","2","2","1","1","2","1","2","1","1"
"9878","3","1","3","2","2","1","3","2","1","2","2","1"
"9879","3","1","2","2","2","1","1","3","2","1","2","1"
"9880","3","1","2","2","2","1","1","1","2","1","1","1"
"9881","3","8","3","3","3","3","1","1","2","2","2","2"
"9882","3","2","4","3","2","1","1","1","3","1","2","1"
"9883","3","1","2","2","1","1","1","1","2","2","1","1"
"9884","3","1","3","2","2","1","1","3","2","2","2","1"
"9885","3","1","2","2","2","1","1","2","2","1","2","1"
"9886","3","1","3","2","2","1","1","1","2","1","1","1"
"9887","3","1","3","2","3","1","1","1","1","2","2","1"
"9888","3","1","2","2","2","1","1","3","2","1","2","1"
"9889","3","1","1","1","1","1","1","1","2","1","1","1"
"9890","3","1","3","3","4","1","1","2","2","1","2","1"
"9891","3","1","2","2","2","1","1","2","2","1","2","1"
"9892","3","1","2","2","2","1","1","1","2","1","1","1"
"9893","3","1","2","2","2","1","1","3","2","1","2","1"
"9894","3","1","2","2","3","1","1","1","2","1","2","1"
"9895","3","1","2","2","2","1","1","3","2","1","2","1"
"9896","3","1","3","3","4","1","1","1","2","1","1","1"
"9897","3","1","3","2","2","1","1","2","2","2","2","1"
"9898","3","1","2","2","2","1","1","1","2","2","2","1"
"9899","3","1","2","2","2","1","1","3","2","1","2","1"
"9900","3","1","2","2","2","1","1","1","2","2","2","1"
"9901","3","1","2","2","1","1","1","1","2","2","2","1"
"9902","3","1","3","2","2","1","1","1","2","1","2","1"
"9903","3","1","3","8","2","1","1","4","2","2","1","2"
"9904","3","1","3","2","2","1","3","1","2","1","1","1"
"9905","3","1","2","2","2","1","1","1","2","2","1","1"
"9906","3","1","3","2","3","1","3","1","1","2","1","1"
"9907","3","1","2","2","2","1","3","1","2","2","1","1"
"9908","3","1","3","2","3","1","2","1","2","2","1","1"
"9909","3","1","2","2","3","1","1","1","2","2","2","1"
"9910","3","1","3","2","3","3","3","2","2","2","1","1"
"9911","3","1","2","3","2","3","2","97","2","2","1","1"
"9912","3","1","3","2","2","1","3","1","2","2","1","1"
"9913","3","1","2","3","2","1","1","1","2","2","2","2"
"9914","3","1","3","2","2","1","3","97","2","2","1","1"
"9915","3","1","2","2","3","1","3","1","2","2","1","1"
"9916","3","1","4","2","3","1","3","1","2","2","1","1"
"9917","3","2","3","3","3","1","1","97","2","1","2","1"
"9918","3","1","3","2","4","1","3","97","2","2","1","2"
