"ID","country","q3","Q10A","Q10B","Q24B","Q27A","Q27B","Q27C","Q27D","Q27E","Q27F","q56"
"10768","3","9","4","1","1","2","1","2","2","2","2","3"
"10769","3","9","4","1","8","1","2","1","2","2","2","1"
"10770","3","3","3","1","2","2","2","1","2","2","2","1"
"10771","3","2","3","1","2","2","2","8","2","9","2","3"
"10772","3","8","3","1","2","2","2","1","2","1","1","3"
"10773","3","2","3","1","2","2","2","8","2","9","2","3"
"10774","3","2","8","1","2","2","2","1","2","2","2","3"
"10775","3","8","8","1","1","2","2","1","2","1","2","2"
"10776","3","2","8","8","8","1","2","1","2","2","2","1"
"10777","3","1","8","1","8","9","9","9","9","9","9","8"
"10778","3","2","8","1","8","9","9","9","9","9","9","1"
"10779","3","1","8","8","8","9","9","9","9","9","9","3"
"10780","3","8","8","8","8","9","9","9","9","9","9","8"
"10781","3","2","8","1","8","9","9","9","9","9","9","1"
"10782","3","8","3","2","2","1","2","1","2","2","2","2"
"10783","3","2","3","1","1","2","1","9","1","9","1","3"
"10784","3","8","3","1","8","9","9","9","9","9","9","2"
"10785","3","3","3","1","8","9","9","9","9","9","9","3"
"10786","3","4","3","1","8","9","9","9","9","9","9","8"
"10787","3","4","2","3","8","9","9","9","9","9","9","2"
"10788","3","3","4","1","2","2","2","9","9","1","9","3"
"10789","3","4","3","1","8","9","9","9","9","9","9","3"
"10790","3","2","3","1","2","1","2","1","2","2","1","3"
"10791","3","1","3","1","2","1","2","2","2","2","1","1"
"10792","3","1","8","1","8","8","8","8","8","8","8","3"
"10793","3","1","8","2","1","1","1","2","2","1","1","3"
"10794","3","1","8","1","1","9","9","9","9","9","9","3"
"10795","3","2","8","1","1","1","2","1","2","2","1","1"
"10796","3","2","2","1","1","1","1","1","1","1","2","2"
"10797","3","1","3","2","2","1","2","1","1","2","1","3"
"10798","3","2","3","2","8","1","9","1","9","9","1","1"
"10799","3","3","3","1","2","1","2","1","2","2","1","2"
"10800","3","4","8","2","8","1","2","1","2","2","1","3"
"10801","3","3","8","2","2","2","9","9","2","9","2","3"
"10802","3","2","3","1","8","2","9","9","9","9","9","3"
"10803","3","1","3","2","8","1","8","8","8","8","2","1"
"10804","3","2","4","1","2","2","2","1","2","2","1","3"
"10805","3","2","3","1","2","1","9","1","2","9","1","3"
"10806","3","2","2","2","8","9","9","9","9","9","9","3"
"10807","3","2","8","1","2","1","2","2","2","2","1","1"
"10808","3","2","4","1","2","1","2","1","2","2","1","8"
"10809","3","2","3","1","1","9","1","2","2","1","9","1"
"10810","3","3","8","1","8","9","9","1","9","9","1","2"
"10811","3","2","3","1","2","1","1","2","2","1","1","2"
"10812","3","4","2","8","1","2","9","9","9","9","9","1"
"10813","3","1","8","1","2","1","9","9","9","9","9","8"
"10814","3","1","8","1","1","1","2","2","2","2","1","3"
"10815","3","1","4","1","2","1","2","2","2","2","1","1"
"10816","3","2","3","1","1","1","2","9","1","1","2","1"
"10817","3","2","4","1","2","1","1","1","2","2","1","3"
"10818","3","1","3","1","2","1","2","9","2","1","1","3"
"10819","3","2","3","1","1","1","9","9","9","9","9","3"
"10820","3","3","8","1","8","1","2","1","2","2","1","8"
"10821","3","4","3","1","2","1","1","9","2","1","1","1"
"10822","3","1","8","1","8","9","9","9","9","9","9","8"
"10823","3","2","2","1","1","1","1","9","1","2","1","3"
"10824","3","2","3","1","8","1","2","1","1","1","1","2"
"10825","3","1","4","1","2","9","9","9","9","9","9","8"
"10826","3","2","8","1","8","9","9","9","9","9","9","3"
"10827","3","1","4","1","8","8","8","8","8","8","8","1"
"10828","3","2","4","1","8","9","9","9","9","9","9","1"
"10829","3","1","8","1","8","9","9","9","9","9","9","8"
"10830","3","2","8","1","8","9","9","9","9","9","9","8"
"10831","3","2","8","1","8","9","9","9","9","9","9","8"
"10832","3","1","1","1","1","9","9","9","9","9","9","8"
"10833","3","1","4","1","8","1","2","1","2","2","1","3"
"10834","3","2","3","1","2","1","2","2","2","9","1","3"
"10835","3","3","8","1","8","9","9","9","9","9","9","3"
"10836","3","2","8","1","8","9","9","9","9","9","9","3"
"10837","3","1","4","1","8","9","9","9","9","9","9","3"
"10838","3","1","4","1","8","9","9","9","9","9","9","8"
"10839","3","1","1","1","8","1","9","9","9","9","1","1"
"10840","3","1","1","1","1","2","1","2","2","1","2","3"
"10841","3","2","2","1","1","2","1","2","2","1","1","3"
"10842","3","1","2","1","1","2","2","2","2","1","2","1"
"10843","3","2","3","1","1","2","1","2","1","2","2","3"
"10844","3","1","2","2","1","1","2","1","2","1","1","3"
"10845","3","1","3","1","1","1","2","2","1","1","1","3"
"10846","3","1","1","2","1","1","2","1","1","1","1","3"
"10847","3","1","2","2","1","2","1","2","2","1","2","3"
"10848","3","1","1","1","1","1","2","2","1","1","1","3"
"10849","3","1","1","1","1","1","2","1","1","1","1","3"
"10850","3","1","1","1","1","2","1","1","2","1","2","3"
"10851","3","1","1","1","1","2","1","1","2","2","2","1"
"10852","3","1","1","2","1","2","1","2","2","2","2","3"
"10853","3","1","1","1","1","1","2","1","1","1","1","3"
"10854","3","2","1","1","1","1","2","2","1","1","1","3"
"10855","3","1","1","1","1","1","2","1","2","1","2","3"
"10856","3","1","2","1","1","8","2","2","8","2","8","3"
"10857","3","2","1","1","1","9","9","8","9","8","9","3"
"10858","3","2","8","1","1","1","2","1","2","1","1","3"
"10859","3","2","1","1","1","1","8","8","2","1","1","1"
"10860","3","2","1","1","1","1","1","1","2","2","2","2"
"10861","3","2","2","1","1","1","2","1","2","1","1","3"
"10862","3","2","2","2","1","1","2","2","1","1","1","2"
"10863","3","1","2","1","2","2","1","2","1","2","2","2"
"10864","3","1","2","2","2","2","2","2","2","2","2","2"
"10865","3","1","3","3","2","1","1","1","1","1","1","2"
"10866","3","2","2","1","2","2","2","2","2","2","2","2"
"10867","3","1","2","2","2","2","2","1","2","1","2","2"
"10868","3","1","3","1","1","1","1","1","1","1","1","3"
"10869","3","1","1","1","2","2","2","2","2","2","2","3"
"10870","3","1","1","1","1","2","1","2","1","2","2","2"
"10871","3","2","1","1","1","1","2","2","1","2","1","1"
"10872","3","2","3","1","1","1","2","1","2","2","1","3"
"10873","3","1","3","1","1","2","2","1","2","2","2","3"
"10874","3","1","2","1","1","1","2","1","2","2","1","2"
"10875","3","1","2","1","1","1","1","1","2","2","1","3"
"10876","3","1","2","1","1","1","1","2","2","2","1","3"
"10877","3","1","2","1","1","1","2","1","2","2","1","2"
"10878","3","1","1","1","1","1","1","2","1","2","2","3"
"10879","3","1","3","1","2","2","2","1","2","2","1","3"
"10880","3","1","3","1","2","2","2","1","2","2","2","3"
"10881","3","1","2","2","2","2","8","2","2","2","2","2"
"10882","3","1","1","1","1","1","1","2","2","2","2","1"
"10883","3","2","4","1","1","1","2","1","2","1","1","1"
"10884","3","2","3","2","2","2","2","1","2","1","1","1"
"10885","3","2","2","1","1","1","2","1","1","1","1","1"
"10886","3","2","2","3","2","2","2","1","2","1","1","1"
"10887","3","2","2","1","1","1","2","1","2","2","1","1"
"10888","3","2","3","2","2","2","2","1","2","1","1","1"
"10889","3","2","2","1","1","1","2","2","2","1","1","1"
"10890","3","2","2","1","1","1","2","1","2","1","1","1"
"10891","3","2","2","1","1","1","1","2","1","1","2","1"
"10892","3","2","2","1","2","2","1","1","2","1","1","1"
"10893","3","2","2","1","1","1","1","1","2","1","1","1"
"10894","3","2","2","1","1","1","1","1","2","1","2","1"
"10895","3","2","1","1","1","1","1","2","2","1","2","1"
"10896","3","1","2","1","1","1","2","1","2","1","1","2"
"10897","3","2","2","1","2","1","2","2","1","1","1","1"
"10898","3","2","3","1","1","1","2","2","1","1","2","1"
"10899","3","2","3","1","1","1","2","2","1","1","2","1"
"10900","3","2","3","2","8","2","1","1","2","1","1","1"
"10901","3","2","3","2","2","1","1","1","1","1","1","4"
"10902","3","1","1","1","1","2","1","1","1","1","1","3"
"10903","3","4","2","2","1","1","1","1","1","1","1","4"
"10904","3","2","3","1","1","1","1","1","1","1","2","1"
"10905","3","2","2","1","8","1","9","1","9","1","1","1"
"10906","3","2","3","2","1","1","1","1","2","1","1","2"
"10907","3","2","2","1","8","1","1","1","9","1","1","8"
"10908","3","2","2","1","8","1","9","1","9","9","9","1"
"10909","3","2","3","2","8","1","2","1","1","1","1","1"
"10910","3","2","3","1","1","1","1","1","1","1","1","1"
"10911","3","2","3","1","1","1","2","1","2","1","1","2"
"10912","3","2","3","1","1","1","2","1","2","2","1","1"
"10913","3","2","2","1","1","1","1","1","2","1","1","1"
"10914","3","2","3","1","1","1","2","1","2","1","1","1"
"10915","3","2","4","1","1","1","1","1","2","1","1","1"
"10916","3","2","3","1","2","1","2","1","1","1","1","1"
"10917","3","2","3","2","1","1","1","1","2","1","1","2"
"10918","3","2","2","1","1","1","1","1","2","1","1","2"
"10919","3","2","4","2","1","1","1","1","2","1","1","2"
"10920","3","2","4","1","1","1","1","1","2","1","1","1"
"10921","3","2","4","1","1","1","1","1","2","1","1","2"
"10922","3","2","2","1","1","1","1","1","8","1","1","1"
"10923","3","3","3","1","1","1","1","1","2","1","1","2"
"10924","3","1","4","1","1","1","1","1","9","1","1","1"
"10925","3","2","3","2","1","2","1","2","1","2","1","1"
"10926","3","2","3","1","1","1","1","1","1","1","1","1"
"10927","3","3","1","3","2","2","1","2","1","1","2","2"
"10928","3","2","3","1","1","1","1","1","1","1","1","2"
"10929","3","2","4","1","1","1","1","1","1","1","1","1"
"10930","3","3","3","1","1","1","1","1","1","1","1","1"
"10931","3","2","4","1","1","1","1","1","1","1","1","1"
"10932","3","1","3","1","1","1","1","1","1","1","1","2"
"10933","3","2","3","1","2","1","2","1","2","2","1","2"
"10934","3","2","3","1","2","1","1","1","1","1","1","2"
"10935","3","2","2","2","1","1","1","1","1","2","1","2"
"10936","3","2","2","2","1","1","1","1","2","2","1","2"
"10937","3","2","3","2","2","1","2","1","2","1","2","2"
"10938","3","2","2","1","1","1","2","1","1","2","1","2"
"10939","3","2","3","1","1","1","1","1","1","1","1","2"
"10940","3","2","3","1","1","1","1","1","1","1","1","1"
"10941","3","1","2","2","1","1","2","1","1","2","1","2"
"10942","3","2","3","2","1","1","1","1","1","1","1","2"
"10943","3","3","1","2","1","1","1","1","1","1","1","1"
"10944","3","2","1","1","1","1","1","1","2","1","1","1"
"10945","3","2","4","1","1","1","1","1","1","1","1","2"
"10946","3","2","3","1","8","1","1","1","2","1","1","1"
"10947","3","2","2","1","1","1","1","1","2","1","1","2"
"10948","3","2","2","2","2","1","2","1","2","1","1","3"
"10949","3","2","3","1","1","1","1","1","2","1","1","2"
"10950","3","2","3","2","1","1","1","1","2","1","1","1"
"10951","3","2","8","2","1","1","1","1","1","1","1","3"
"10952","3","1","3","2","2","1","2","1","2","1","1","1"
"10953","3","2","4","1","1","1","1","1","2","1","1","2"
"10954","3","9","8","2","8","1","9","1","9","9","1","3"
"10955","3","2","3","2","8","1","1","1","9","1","1","1"
"10956","3","1","9","2","2","1","9","1","2","1","1","3"
"10957","3","3","2","1","2","1","1","1","2","1","1","2"
"10958","3","2","2","3","1","1","2","1","2","1","1","1"
"10959","3","2","4","1","1","1","2","1","2","1","1","2"
"10960","3","2","4","2","1","1","1","1","2","1","1","2"
"10961","3","2","4","2","1","1","1","2","2","1","1","2"
"10962","3","2","3","2","1","1","2","1","8","1","1","3"
"10963","3","2","2","1","1","1","1","1","1","1","1","3"
"10964","3","2","2","1","1","1","1","1","2","1","1","1"
"10965","3","2","3","2","2","1","2","1","9","1","1","1"
"10966","3","1","2","1","1","2","2","1","1","1","2","1"
"10967","3","2","1","1","1","2","1","1","1","1","1","2"
"10968","3","1","1","1","1","2","1","2","1","1","1","2"
"10969","3","1","1","1","1","2","1","1","1","1","1","1"
"10970","3","1","1","1","1","1","1","1","1","1","1","1"
"10971","3","1","1","1","1","1","1","1","1","1","2","1"
"10972","3","1","1","1","1","1","1","1","1","1","1","1"
"10973","3","2","2","1","1","1","1","1","1","1","1","1"
"10974","3","1","1","1","1","1","1","1","1","1","1","1"
"10975","3","2","1","1","1","1","1","1","1","1","1","1"
"10976","3","1","1","1","1","2","1","1","1","1","1","1"
"10977","3","1","1","1","1","1","1","1","1","1","1","1"
"10978","3","1","1","1","1","1","1","1","1","1","2","1"
"10979","3","1","1","2","1","1","1","1","1","1","2","1"
"10980","3","1","1","1","1","1","1","1","1","1","1","1"
"10981","3","1","2","3","1","1","1","1","1","1","1","2"
"10982","3","1","1","1","1","1","1","1","1","1","1","1"
"10983","3","1","1","1","1","1","1","1","1","1","1","1"
"10984","3","1","1","1","1","1","1","1","1","1","1","1"
"10985","3","1","2","1","1","2","1","1","1","1","2","3"
"10986","3","2","1","2","1","1","1","2","2","2","1","1"
"10987","3","8","2","2","8","1","9","1","9","2","1","8"
"10988","3","9","2","1","2","2","2","2","1","2","1","1"
"10989","3","3","3","3","1","1","2","2","2","1","1","3"
"10990","3","8","8","2","1","9","1","9","2","1","1","1"
"10991","3","2","3","1","1","1","1","1","1","1","1","1"
"10992","3","2","2","2","8","9","9","1","9","9","9","1"
"10993","3","8","3","2","2","2","2","1","2","2","2","4"
"10994","3","1","1","1","9","1","1","1","1","1","1","1"
"10995","3","2","2","2","1","1","2","2","1","1","2","3"
"10996","3","1","2","2","8","2","8","2","2","2","2","2"
"10997","3","8","8","8","1","2","2","2","2","2","2","2"
"10998","3","1","3","1","8","1","1","1","1","1","1","8"
"10999","3","2","2","1","2","2","2","2","2","2","2","2"
"11000","3","2","2","2","2","1","2","2","2","2","2","2"
"11001","3","2","3","1","8","1","1","1","1","1","1","4"
"11002","3","2","2","1","2","2","1","2","1","2","2","2"
"11003","3","2","3","2","2","1","2","1","2","1","2","2"
"11004","3","2","3","1","8","1","1","1","1","1","1","4"
"11005","3","2","3","1","8","9","1","9","1","9","9","4"
"11006","3","1","3","1","1","1","2","1","8","1","1","1"
"11007","3","2","1","1","2","2","2","2","1","1","1","2"
"11008","3","2","2","2","2","1","2","2","2","1","1","2"
"11009","3","2","2","1","1","1","2","1","2","1","1","1"
"11010","3","2","3","3","1","1","2","1","2","1","1","1"
"11011","3","2","3","1","1","2","1","2","2","1","1","3"
"11012","3","1","1","2","1","2","2","2","1","1","2","1"
"11013","3","1","3","1","1","2","1","2","2","1","1","1"
"11014","3","3","3","3","1","1","2","1","2","1","1","1"
"11015","3","1","1","1","1","1","1","1","1","1","1","1"
"11016","3","2","1","1","1","1","2","2","1","1","1","2"
"11017","3","2","2","1","2","1","2","2","2","1","1","3"
"11018","3","1","1","1","1","2","1","2","1","1","2","3"
"11019","3","1","2","1","1","2","1","1","2","1","2","3"
"11020","3","2","2","1","1","1","1","1","2","1","2","3"
"11021","3","2","2","2","2","1","2","2","2","2","1","2"
"11022","3","2","3","1","1","8","2","1","2","2","1","3"
"11023","3","2","2","1","1","2","2","2","1","2","1","2"
"11024","3","1","2","2","2","2","2","2","1","1","1","2"
"11025","3","1","1","1","2","1","8","8","2","8","2","2"
"11026","3","1","3","1","2","1","1","2","2","1","1","4"
"11027","3","1","3","2","1","2","1","2","2","1","1","4"
"11028","3","1","1","1","2","1","1","2","2","1","1","3"
"11029","3","3","2","1","1","1","1","2","2","1","2","4"
"11030","3","8","2","1","2","1","2","1","2","1","1","1"
"11031","3","2","4","1","1","1","2","2","2","1","1","1"
"11032","3","1","3","1","2","2","1","1","2","2","1","1"
"11033","3","1","3","1","2","1","2","1","2","2","1","3"
"11034","3","1","2","2","2","1","2","1","2","2","1","1"
"11035","3","3","2","1","1","1","1","2","2","1","1","1"
"11036","3","2","2","2","1","2","1","2","1","1","2","1"
"11037","3","3","2","4","1","2","1","2","1","1","1","1"
"11038","3","1","2","2","1","2","1","1","2","2","2","1"
"11039","3","1","2","1","1","2","1","1","2","1","1","1"
"11040","3","3","3","2","2","2","2","1","2","2","2","1"
"11041","3","1","3","1","1","2","1","2","2","2","1","1"
"11042","3","1","2","1","1","2","1","1","2","1","1","1"
"11043","3","2","2","1","1","1","1","2","2","1","1","1"
"11044","3","1","2","2","2","1","2","2","2","1","1","1"
"11045","3","2","3","2","2","1","1","1","2","2","1","1"
"11046","3","1","3","2","2","1","2","1","2","1","1","1"
"11047","3","1","3","2","2","1","1","1","1","2","1","3"
"11048","3","1","2","2","2","1","2","1","2","1","2","1"
"11049","3","1","4","1","2","1","2","2","2","2","1","1"
"11050","3","2","2","1","1","2","1","1","1","1","1","1"
"11051","3","1","3","1","2","2","1","2","2","1","1","1"
"11052","3","2","4","3","2","2","2","2","2","1","1","2"
"11053","3","3","2","3","2","2","1","1","2","1","1","2"
"11054","3","1","2","1","2","2","2","2","2","2","1","1"
"11055","3","2","2","1","2","2","2","1","1","2","2","2"
"11056","3","1","3","2","2","1","2","1","2","1","2","2"
"11057","3","2","3","2","2","2","1","2","1","2","1","1"
"11058","3","1","2","1","2","2","1","2","1","2","1","2"
"11059","3","1","2","3","2","2","1","2","2","2","1","1"
"11060","3","1","3","2","2","2","2","1","2","1","1","2"
"11061","3","2","3","4","2","2","2","1","2","2","1","1"
"11062","3","3","4","3","2","2","2","2","2","1","1","1"
"11063","3","1","3","2","2","2","1","2","2","1","1","1"
"11064","3","1","2","3","2","2","2","1","1","1","1","1"
"11065","3","3","2","3","2","2","2","2","2","1","1","1"
"11066","3","2","2","3","2","1","2","1","2","2","2","1"
"11067","3","4","2","3","2","2","1","2","2","1","1","1"
"11068","3","1","3","2","2","2","2","2","9","1","1","2"
"11069","3","2","2","1","1","2","2","9","2","2","1","3"
"11070","3","1","1","2","1","1","2","2","2","2","2","1"
"11071","3","2","1","1","1","2","1","2","1","2","2","1"
"11072","3","2","1","1","1","2","1","2","2","2","2","1"
"11073","3","2","1","2","1","1","1","2","2","1","1","1"
"11074","3","3","4","1","2","1","1","1","1","1","1","1"
"11075","3","2","2","1","1","1","1","1","1","1","1","1"
"11076","3","1","2","2","1","2","1","2","1","1","2","3"
"11077","3","2","2","1","1","1","1","2","1","1","2","1"
"11078","3","2","2","1","1","2","2","1","9","1","1","1"
"11079","3","3","3","1","1","1","2","2","2","1","1","1"
"11080","3","2","2","1","1","1","1","2","2","1","1","1"
"11081","3","2","1","1","1","1","1","2","2","2","2","1"
"11082","3","2","1","2","1","2","1","2","2","2","1","1"
"11083","3","1","1","1","1","1","2","1","2","1","1","1"
"11084","3","1","1","2","1","1","1","2","1","2","1","1"
"11085","3","1","1","2","1","1","2","1","2","1","1","1"
"11086","3","1","2","1","1","1","2","2","1","1","1","1"
"11087","3","2","2","1","1","2","2","1","1","1","1","2"
"11088","3","2","1","2","2","2","2","2","9","9","9","1"
"11089","3","3","2","2","8","2","2","1","1","2","1","2"
"11090","3","2","2","1","2","1","1","2","2","2","1","4"
"11091","3","2","2","3","1","2","1","2","2","2","1","1"
"11092","3","1","3","1","2","1","2","1","2","2","2","3"
"11093","3","2","3","2","2","1","2","1","2","1","1","3"
"11094","3","2","3","1","2","1","1","2","2","1","1","1"
"11095","3","2","3","2","1","1","1","2","1","1","1","3"
"11096","3","2","2","1","1","1","2","1","2","1","1","1"
"11097","3","2","3","2","1","1","2","1","2","1","1","1"
"11098","3","2","2","1","1","2","1","1","2","2","1","3"
"11099","3","2","2","1","1","2","1","2","2","2","1","3"
"11100","3","2","2","3","1","1","1","1","2","2","1","3"
"11101","3","2","1","1","1","1","1","1","2","2","1","3"
"11102","3","2","2","1","1","2","2","1","1","2","1","3"
"11103","3","2","2","1","1","2","1","2","1","2","1","3"
"11104","3","2","2","1","1","2","2","1","1","2","1","3"
"11105","3","2","2","1","1","2","1","1","2","2","1","3"
"11106","3","2","2","1","1","1","1","1","2","2","1","3"
"11107","3","2","2","2","1","2","1","1","2","2","1","3"
"11108","3","2","2","2","1","2","1","1","2","2","1","3"
"11109","3","2","3","1","1","2","2","1","2","2","1","3"
"11110","3","2","2","2","1","2","2","1","2","2","1","3"
"11111","3","2","2","2","1","2","1","1","2","2","1","3"
"11112","3","2","2","2","1","2","1","1","2","2","1","3"
"11113","3","2","2","2","1","2","1","1","2","2","1","3"
"11114","3","2","2","2","1","2","1","1","2","2","1","3"
"11115","3","2","2","1","1","2","1","1","2","2","1","3"
"11116","3","1","2","1","1","1","2","1","2","2","1","3"
"11117","3","2","3","2","1","2","1","1","2","2","1","3"
"11118","3","2","1","1","1","2","2","1","2","2","1","3"
"11119","3","2","3","1","1","2","1","1","2","2","1","3"
"11120","3","2","1","1","1","2","1","1","2","2","1","3"
"11121","3","2","2","3","1","2","2","1","2","2","1","1"
"11122","3","2","2","1","1","2","1","1","2","2","1","3"
"11123","3","2","2","1","1","2","1","1","2","2","1","3"
"11124","3","2","2","2","1","1","1","1","2","2","1","3"
"11125","3","2","2","1","1","2","1","1","2","2","1","3"
"11126","3","2","2","1","1","2","1","1","2","1","1","3"
"11127","3","2","1","1","1","2","2","1","2","1","1","3"
"11128","3","2","2","1","1","2","1","1","2","2","1","3"
"11129","3","2","3","1","1","2","1","1","2","1","1","3"
"11130","3","2","2","1","1","2","2","1","2","2","1","3"
"11131","3","2","2","1","1","2","2","1","2","2","1","3"
"11132","3","2","2","1","1","2","2","1","2","2","1","3"
"11133","3","2","2","1","1","2","1","1","2","2","1","3"
"11134","3","2","3","2","1","2","2","1","1","2","1","3"
"11135","3","2","2","1","1","2","1","1","2","2","1","3"
"11136","3","2","3","2","2","1","2","1","2","2","1","1"
"11137","3","2","3","1","1","1","1","1","2","2","1","2"
"11138","3","2","2","1","2","1","2","1","2","2","1","2"
"11139","3","2","2","1","2","1","2","1","2","1","1","1"
"11140","3","2","3","2","2","1","2","1","2","2","1","1"
"11141","3","2","3","2","2","1","2","1","2","2","1","2"
"11142","3","2","2","1","2","1","2","1","2","2","1","1"
"11143","3","2","2","1","2","1","2","1","2","1","1","1"
"11144","3","2","3","2","2","1","2","1","1","1","1","1"
"11145","3","2","2","1","2","1","2","1","1","2","1","1"
"11146","3","2","3","2","2","1","2","1","1","2","1","1"
"11147","3","2","3","2","1","1","2","1","2","2","1","1"
"11148","3","2","3","2","2","1","2","1","2","2","1","1"
"11149","3","2","3","2","2","1","2","1","2","2","1","2"
"11150","3","2","3","2","2","1","2","1","2","2","1","1"
"11151","3","2","3","2","2","1","2","1","2","1","1","2"
"11152","3","2","3","2","2","1","2","1","2","2","1","1"
"11153","3","2","3","2","9","1","2","1","2","1","1","1"
"11154","3","3","3","2","2","1","2","1","2","2","1","2"
"11155","3","2","3","2","2","1","2","1","2","2","1","2"
"11156","3","2","2","1","2","1","2","1","2","2","1","1"
"11157","3","2","3","2","2","1","2","1","2","2","1","1"
"11158","3","2","3","2","2","1","1","1","2","2","1","1"
"11159","3","2","3","2","2","1","2","1","2","2","1","1"
"11160","3","2","3","1","2","1","2","1","2","2","1","1"
"11161","3","2","3","2","2","1","2","1","2","2","1","1"
"11162","3","2","2","1","2","1","1","1","2","2","1","1"
"11163","3","2","2","1","2","1","2","1","2","2","1","2"
"11164","3","2","3","2","2","1","2","1","2","1","1","1"
"11165","3","2","3","2","2","1","1","1","2","2","1","2"
"11166","3","2","3","2","2","1","1","1","2","2","1","1"
"11167","3","2","2","1","2","1","2","1","2","1","1","2"
"11168","3","2","3","2","2","1","2","1","2","2","1","2"
"11169","3","2","3","2","2","1","2","1","2","2","1","1"
"11170","3","2","3","2","2","1","2","1","2","2","1","1"
"11171","3","2","3","2","2","1","2","1","2","2","1","1"
"11172","3","2","3","2","2","1","2","1","2","2","1","2"
"11173","3","2","3","2","2","1","2","1","2","2","1","2"
"11174","3","2","3","2","2","1","2","1","2","2","1","1"
"11175","3","2","3","2","2","1","2","1","2","2","1","1"
"11176","3","2","3","2","2","1","2","1","2","2","1","1"
"11177","3","2","3","2","2","1","1","1","2","2","1","2"
"11178","3","2","3","1","2","1","2","1","2","2","1","1"
"11179","3","2","3","2","2","1","1","1","2","2","1","1"
"11180","3","2","3","2","2","1","2","1","2","2","1","1"
"11181","3","2","3","2","2","1","1","1","2","2","1","3"
"11182","3","2","3","2","2","1","2","1","2","2","1","1"
"11183","3","2","3","2","2","1","2","1","2","2","1","3"
"11184","3","2","2","1","2","1","1","2","2","2","2","2"
"11185","3","2","3","2","2","1","2","1","2","1","1","1"
"11186","3","2","3","2","2","2","2","1","2","2","1","2"
"11187","3","2","3","2","2","1","2","1","2","2","1","2"
"11188","3","2","3","1","2","1","2","1","2","2","1","3"
"11189","3","2","3","1","2","1","2","1","2","2","2","2"
"11190","3","2","3","1","2","1","2","1","2","2","1","3"
"11191","3","2","3","2","2","2","2","2","2","1","1","1"
"11192","3","2","3","1","2","1","2","1","2","2","1","2"
"11193","3","2","3","1","2","1","2","1","2","1","1","1"
"11194","3","2","2","1","2","1","1","1","2","2","1","1"
"11195","3","2","3","2","2","1","2","1","2","2","1","1"
"11196","3","2","3","2","2","1","2","1","2","2","1","1"
"11197","3","2","3","2","2","1","2","1","2","2","1","1"
"11198","3","2","3","2","2","1","2","1","2","2","1","1"
"11199","3","2","3","2","2","1","2","1","2","2","1","1"
"11200","3","2","3","3","2","1","2","1","2","2","1","2"
"11201","3","2","3","2","2","1","2","1","2","2","1","2"
"11202","3","2","2","1","1","1","1","2","2","1","1","3"
"11203","3","1","3","1","1","2","9","9","2","2","2","3"
"11204","3","2","4","1","8","1","1","1","2","1","2","3"
"11205","3","3","3","1","1","2","1","2","2","1","2","2"
"11206","3","1","4","1","2","1","2","1","2","2","1","3"
"11207","3","2","3","1","8","1","1","1","2","1","1","1"
"11208","3","2","4","2","1","2","2","1","2","2","1","3"
"11209","3","1","2","1","8","2","8","8","2","2","2","3"
"11210","3","2","4","1","2","1","2","1","9","2","9","1"
"11211","3","3","4","3","8","2","2","2","2","2","1","3"
"11212","3","2","3","1","1","1","1","1","8","1","1","2"
"11213","3","2","2","1","1","2","1","2","9","2","2","3"
"11214","3","1","1","1","8","2","1","2","1","2","8","3"
"11215","3","1","4","1","1","2","1","2","2","2","2","3"
"11216","3","1","4","1","1","2","2","2","2","2","2","3"
"11217","3","2","3","1","1","2","2","2","2","2","1","1"
"11218","3","1","3","1","8","2","2","1","2","2","1","3"
"11219","3","1","8","1","1","9","1","2","9","9","9","3"
"11220","3","2","8","2","1","2","2","2","2","2","2","1"
"11221","3","8","8","1","2","8","2","8","1","8","1","3"
"11222","3","1","2","1","1","2","1","9","9","9","1","1"
"11223","3","1","2","1","2","2","2","1","1","2","2","3"
"11224","3","1","8","1","8","2","9","1","9","9","2","2"
"11225","3","1","1","1","2","1","2","1","1","2","1","3"
"11226","3","2","4","2","1","2","1","1","2","2","2","3"
"11227","3","2","3","1","2","1","8","2","8","1","1","3"
"11228","3","1","3","1","2","2","1","1","2","2","2","3"
"11229","3","2","3","1","1","1","2","1","2","1","1","1"
"11230","3","1","4","1","1","2","1","2","2","2","2","1"
"11231","3","2","3","1","2","1","2","1","2","2","1","3"
"11232","3","3","4","1","2","1","2","1","2","2","1","1"
"11233","3","3","2","1","2","1","1","1","2","1","1","3"
"11234","3","1","3","2","1","2","2","1","2","2","2","1"
"11235","3","2","1","1","2","1","2","2","2","1","2","3"
"11236","3","1","4","1","1","1","9","1","2","9","1","1"
"11237","3","1","3","2","1","2","2","2","2","2","2","3"
"11238","3","2","8","1","1","2","1","1","2","2","2","3"
"11239","3","1","8","1","8","8","1","8","8","1","2","3"
"11240","3","3","4","1","2","9","1","9","2","9","9","2"
"11241","3","2","1","1","1","8","1","2","1","1","8","3"
"11242","3","1","4","1","8","2","2","1","2","2","2","3"
"11243","3","3","2","1","1","2","1","2","8","1","1","1"
"11244","3","1","4","1","1","2","2","1","2","2","2","3"
"11245","3","2","3","2","1","2","1","2","1","1","1","1"
"11246","3","3","4","1","1","1","9","1","9","2","2","2"
"11247","3","2","3","2","2","8","2","2","2","2","2","1"
